_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,date,validoorig,city,estado,valororig,parametro,estacionesid,id_y,hora,fecha,pronostico
5cccf5bee2705c19328205cc,25.74527778,-100.255,142,San Nicolas,NE,72,5cccf5bee2705c19328205cc,25.74527778,-100.255,142,San Nicolas,NE,72,5ccceb55e2705c193244d3b5,2018-01-30T00:00:00.000Z,1,Monterrey,Nuevo Leon,2.65,CO,142,142CO18013000,0,1/30/18,1.545850425
5cccf5bee2705c19328205ce,25.80055556,-100.3444444,144,Escobedo,N,72,5cccf5bee2705c19328205ce,25.80055556,-100.3444444,144,Escobedo,N,72,5ccceb61e2705c1932461ded,2018-01-30T00:00:00.000Z,1,Monterrey,Nuevo Leon,2.78,CO,144,144CO18013000,0,1/30/18,2.105
5cccf5bee2705c19328205cf,25.78333333,-100.5858333,145,Garcia,NO2,72,5cccf5bee2705c19328205cf,25.78333333,-100.5858333,145,Garcia,NO2,72,5ccceb64e2705c1932467eff,2018-01-30T00:00:00.000Z,1,Monterrey,Nuevo Leon,0.81,CO,145,145CO18013000,0,1/30/18,2.0825
5cccf5bee2705c19328205d0,25.77722222,-100.1883333,146,Apodaca,NE2,72,5cccf5bee2705c19328205d0,25.77722222,-100.1883333,146,Apodaca,NE2,72,5ccceb68e2705c193246ffb0,2018-01-30T00:00:00.000Z,1,Monterrey,Nuevo Leon,1.17,CO,146,146CO18013000,0,1/30/18,1.8525
5cccf5bee2705c19328205d3,16.69934028,-96.866455,160,CEDART,CED,73,5cccf5bee2705c19328205d3,16.69934028,-96.866455,160,CEDART,CED,73,5ccceb77e2705c1932489905,2018-01-30T00:00:00.000Z,1,Oaxaca,Oaxaca,0,CO,160,160CO18013000,0,1/30/18,1.19
5cccf5bee2705c19328205df,22.17422222,-100.9930833,174,Biblioteca,BIB,79,5cccf5bee2705c19328205df,22.17422222,-100.9930833,174,Biblioteca,BIB,79,5ccceb97e2705c19324c37e2,2018-01-30T00:00:00.000Z,1,San Luis Potosi Estatal,San Luis Potosi,1.1724,CO,174,174CO18013000,0,1/30/18,0.7881
5cccf5bee2705c19328205e9,19.31758333,-98.23730556,220,Palacio de Gobierno,PGO,107,5cccf5bee2705c19328205e9,19.31758333,-98.23730556,220,Palacio de Gobierno,PGO,107,5ccceba0e2705c19324d54c5,2018-01-30T00:00:00.000Z,1,Tlaxcala,Tlaxcala,0.114,CO,220,220CO18013000,0,1/30/18,0.6141
5cccf5bee2705c19328205eb,19.53009444,-96.88188056,235,STPS,STP,115,5cccf5bee2705c19328205eb,19.53009444,-96.88188056,235,STPS,STP,115,5cccebabe2705c19324e903a,2018-01-30T00:00:00.000Z,1,Xalapa,Veracruz,1.23,CO,235,235CO18013000,0,1/30/18,0.6291
5cccf5bee2705c19328205ed,19.63555556,-98.91222222,240,Acolman,ACO,119,5cccf5bee2705c19328205ed,19.63555556,-98.91222222,240,Acolman,ACO,119,5cccebb6e2705c1932501066,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,240,240CO18013000,0,1/30/18,0.7041
5cccf5bee2705c19328205ef,19.27222222,-99.20777778,242,Ajusco Medio,AJM,119,5cccf5bee2705c19328205ef,19.27222222,-99.20777778,242,Ajusco Medio,AJM,119,5cccebbbe2705c193250b3ad,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.6,CO,242,242CO18013000,0,1/30/18,0.561
5cccf5bee2705c19328205f0,19.57722222,-99.25416667,243,Atizapan,ATI,119,5cccf5bee2705c19328205f0,19.57722222,-99.25416667,243,Atizapan,ATI,119,5cccebc2e2705c19325181a3,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.1,CO,243,243CO18013000,0,1/30/18,0.5575
5cccf5bee2705c19328205f2,19.32638889,-99.17611111,245,Centro de Ciencias de la Atmosfera,CCA,119,5cccf5bee2705c19328205f2,19.32638889,-99.17611111,245,Centro de Ciencias de la Atmosfera,CCA,119,5cccebcbe2705c1932528537,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.4,CO,245,245CO18013000,0,1/30/18,0.35
5cccf5bee2705c19328205f7,19.4825,-99.24361111,250,FES Acatlan,FAC,119,5cccf5bee2705c19328205f7,19.4825,-99.24361111,250,FES Acatlan,FAC,119,5cccebdde2705c193254922c,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.1,CO,250,250CO18013000,0,1/30/18,0.3
