_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,city,date,estacionesid,fecha,hora,id_y,parametro,estado,validoorig,valororig,pronostico
5cccf5bee2705c19328205ec,20.97327222,-89.62481111,236,SEDUMA01,CEN,116,5cccf5bee2705c19328205ec,20.97327222,-89.62481111,236,SEDUMA01,CEN,116,5cccebb4e2705c19324fce72,Merida,2018-01-30T00:00:00.000Z,236,1/30/18,0,236SO218013000,SO2,Yucatan,1,0.927706658,0.23294734
5cccf5bee2705c19328205ed,19.63555556,-98.91222222,240,Acolman,ACO,119,5cccf5bee2705c19328205ed,19.63555556,-98.91222222,240,Acolman,ACO,119,5cccebb9e2705c1932507047,Valle de Mexico,2018-01-30T00:00:00.000Z,240,1/30/18,0,240SO218013000,SO2,Ciudad de Mexico,1,0.001,0.232851665
5cccf5bee2705c19328205ef,19.27222222,-99.20777778,242,Ajusco Medio,AJM,119,5cccf5bee2705c19328205ef,19.27222222,-99.20777778,242,Ajusco Medio,AJM,119,5cccebbfe2705c19325146ae,Valle de Mexico,2018-01-30T00:00:00.000Z,242,1/30/18,0,242SO218013000,SO2,Ciudad de Mexico,1,0.001,0.233051665
5cccf5bee2705c19328205f0,19.57722222,-99.25416667,243,Atizapan,ATI,119,5cccf5bee2705c19328205f0,19.57722222,-99.25416667,243,Atizapan,ATI,119,5cccebc4e2705c193251d3ef,Valle de Mexico,2018-01-30T00:00:00.000Z,243,1/30/18,0,243SO218013000,SO2,Ciudad de Mexico,1,0.002,0.232926665
5cccf5bee2705c19328205f2,19.32638889,-99.17611111,245,Centro de Ciencias de la Atmosfera,CCA,119,5cccf5bee2705c19328205f2,19.32638889,-99.17611111,245,Centro de Ciencias de la Atmosfera,CCA,119,5cccebcfe2705c193252ee56,Valle de Mexico,2018-01-30T00:00:00.000Z,245,1/30/18,0,245SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00125
5cccf5bee2705c19328205f5,19.36555556,-99.29194444,248,Cuajimalpa,CUA,119,5cccf5bee2705c19328205f5,19.36555556,-99.29194444,248,Cuajimalpa,CUA,119,5cccebd6e2705c193253ca30,Valle de Mexico,2018-01-30T00:00:00.000Z,248,1/30/18,0,248SO218013000,SO2,Ciudad de Mexico,1,0,0.001
5cccf5bee2705c19328205f6,19.72222222,-99.19861111,249,Cuautitlan,CUT,119,5cccf5bee2705c19328205f6,19.72222222,-99.19861111,249,Cuautitlan,CUT,119,5cccebdbe2705c1932545dc2,Valle de Mexico,2018-01-30T00:00:00.000Z,249,1/30/18,0,249SO218013000,SO2,Ciudad de Mexico,1,0.001,0.001
5cccf5bee2705c19328205f8,19.41166667,-99.15222222,251,Hospital General de Mexico,HGM,119,5cccf5bee2705c19328205f8,19.41166667,-99.15222222,251,Hospital General de Mexico,HGM,119,5cccebe8e2705c193255b037,Valle de Mexico,2018-01-30T00:00:00.000Z,251,1/30/18,0,251SO218013000,SO2,Ciudad de Mexico,1,0,0.0005
5cccf5bee2705c19328205f9,19.38444444,-99.11777778,252,Iztacalco,IZT,119,5cccf5bee2705c19328205f9,19.38444444,-99.11777778,252,Iztacalco,IZT,119,5cccebece2705c1932564626,Valle de Mexico,2018-01-30T00:00:00.000Z,252,1/30/18,0,252SO218013000,SO2,Ciudad de Mexico,1,0.001,0.0005
5cccf5bee2705c19328205fa,19.535,-99.11777778,253,La Presa,LPR,119,5cccf5bee2705c19328205fa,19.535,-99.11777778,253,La Presa,LPR,119,5cccebefe2705c1932569798,Valle de Mexico,2018-01-30T00:00:00.000Z,253,1/30/18,0,253SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00075
5cccf5bee2705c19328205fb,19.57888889,-99.03972222,254,Los Laureles,LLA,119,5cccf5bee2705c19328205fb,19.57888889,-99.03972222,254,Los Laureles,LLA,119,5cccebf3e2705c19325704b4,Valle de Mexico,2018-01-30T00:00:00.000Z,254,1/30/18,0,254SO218013000,SO2,Ciudad de Mexico,1,0,0.0005
5cccf5bee2705c19328205fc,19.42472222,-99.11972222,256,Merced,MER,119,5cccf5bee2705c19328205fc,19.42472222,-99.11972222,256,Merced,MER,119,5cccebf9e2705c193257ad9c,Valle de Mexico,2018-01-30T00:00:00.000Z,256,1/30/18,0,256SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00075
5cccf5bee2705c19328205fd,19.46041667,-98.90286111,257,Montecillo,MON,119,5cccf5bee2705c19328205fd,19.46041667,-98.90286111,257,Montecillo,MON,119,5cccebfee2705c1932583b57,Valle de Mexico,2018-01-30T00:00:00.000Z,257,1/30/18,0,257SO218013000,SO2,Ciudad de Mexico,1,0,0.0005
5cccf5bee2705c19328205fe,19.39388889,-99.02833333,258,Nezahualcoyotl,NEZ,119,5cccf5bee2705c19328205fe,19.39388889,-99.02833333,258,Nezahualcoyotl,NEZ,119,5cccec04e2705c193258daa7,Valle de Mexico,2018-01-30T00:00:00.000Z,258,1/30/18,0,258SO218013000,SO2,Ciudad de Mexico,1,0.001,0.0005
5cccf5bee2705c19328205ff,19.32527778,-99.20416667,259,Pedregal,PED,119,5cccf5bee2705c19328205ff,19.32527778,-99.20416667,259,Pedregal,PED,119,5cccec09e2705c1932595fb4,Valle de Mexico,2018-01-30T00:00:00.000Z,259,1/30/18,0,259SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00075
5cccf5bee2705c1932820600,19.53305556,-99.03055556,260,San Agustin,SAG,119,5cccf5bee2705c1932820600,19.53305556,-99.03055556,260,San Agustin,SAG,119,5cccec0fe2705c19325a2104,Valle de Mexico,2018-01-30T00:00:00.000Z,260,1/30/18,0,260SO218013000,SO2,Ciudad de Mexico,1,0.002,0.001
5cccf5bee2705c1932820601,19.3575,-99.26305556,262,Santa Fe,SFE,119,5cccf5bee2705c1932820601,19.3575,-99.26305556,262,Santa Fe,SFE,119,5cccec16e2705c19325ad03d,Valle de Mexico,2018-01-30T00:00:00.000Z,262,1/30/18,0,262SO218013000,SO2,Ciudad de Mexico,1,0,0.001
5cccf5bee2705c1932820602,19.404,-99.20272222,263,Miguel Hidalgo,MGH,119,5cccf5bee2705c1932820602,19.404,-99.20272222,263,Miguel Hidalgo,MGH,119,5cccec1de2705c19325b99b7,Valle de Mexico,2018-01-30T00:00:00.000Z,263,1/30/18,0,263SO218013000,SO2,Ciudad de Mexico,1,0,0.00075
5cccf5bee2705c1932820603,19.24666667,-99.01083333,265,Tlahuac,TAH,119,5cccf5bee2705c1932820603,19.24666667,-99.01083333,265,Tlahuac,TAH,119,5cccec21e2705c19325c11ea,Valle de Mexico,2018-01-30T00:00:00.000Z,265,1/30/18,0,265SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00075
5cccf5bee2705c1932820604,19.52916667,-99.20472222,266,Tlalnepantla,TLA,119,5cccf5bee2705c1932820604,19.52916667,-99.20472222,266,Tlalnepantla,TLA,119,5cccec27e2705c19325cc264,Valle de Mexico,2018-01-30T00:00:00.000Z,266,1/30/18,0,266SO218013000,SO2,Ciudad de Mexico,1,0.003,0.001
5cccf5bee2705c1932820605,19.60277778,-99.17722222,267,Tultitlan,TLI,119,5cccf5bee2705c1932820605,19.60277778,-99.17722222,267,Tultitlan,TLI,119,5cccec2de2705c19325d51a2,Valle de Mexico,2018-01-30T00:00:00.000Z,267,1/30/18,0,267SO218013000,SO2,Ciudad de Mexico,1,0.002,0.0015
