_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,date,validoorig,city,estado,valororig,parametro,estacionesid,id_y,hora,fecha,pronostico
5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccec38e2705c19325e7598,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,3,PM2.5,269,269PM2.518013000,0,1/30/18,4
5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccec42e2705c19325fdcb9,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,4,PM2.5,271,271PM2.518013000,0,1/30/18,3.75
5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccec49e2705c193260adcb,2018-01-30T00:00:00.000Z,1,Poza Rica,Veracruz,6,PM2.5,291,291PM2.518013000,0,1/30/18,4.75
5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccec51e2705c19326195a3,2018-01-30T00:00:00.000Z,1,Tulancingo,Hidalgo,6.022166667,PM2.5,292,292PM2.518013000,0,1/30/18,4.755541667
5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccec56e2705c193262309b,2018-01-30T00:00:00.000Z,1,Oaxaca,Oaxaca,5,PM2.5,297,297PM2.518013000,0,1/30/18,5.255541667
5cccf5bee2705c193282060f,19.19916667,-99.01083333,299,Milpa Alta,MPA,119,5cccf5bee2705c193282060f,19.19916667,-99.01083333,299,Milpa Alta,MPA,119,5cccec59e2705c193262961f,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,3,PM2.5,299,299PM2.518013000,0,1/30/18,5.005541667
5cccf5bee2705c1932820610,19.37166667,-99.15916667,300,Benito Juarez,BJU,119,5cccf5bee2705c1932820610,19.37166667,-99.15916667,300,Benito Juarez,BJU,119,5cccec5fe2705c1932632afc,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,5,PM2.5,300,300PM2.518013000,0,1/30/18,4.755541667
5cccf5bee2705c1932820611,19.29222222,-99.38055556,301,Instituto Nacional de Investigaciones Nucleares,INN,119,5cccf5bee2705c1932820611,19.29222222,-99.38055556,301,Instituto Nacional de Investigaciones Nucleares,INN,119,5cccec63e2705c193263a8f2,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,3,PM2.5,301,301PM2.518013000,0,1/30/18,4
5cccf5bee2705c1932820614,25.42147222,-100.9968611,304,Finanzas,FIN,123,5cccf5bee2705c1932820614,25.42147222,-100.9968611,304,Finanzas,FIN,123,5cccec6fe2705c193265182f,2018-01-30T00:00:00.000Z,1,Saltillo,Coahuila,16.962,PM2.5,304,304PM2.518013000,0,1/30/18,6.9905
5cccf5bee2705c1932820615,26.90819444,-101.427,305,Jurisdiccion Sanitaria,JUR,124,5cccf5bee2705c1932820615,26.90819444,-101.427,305,Jurisdiccion Sanitaria,JUR,124,5cccec75e2705c193265daa6,2018-01-30T00:00:00.000Z,1,Monclova,Coahuila,16.693,PM2.5,305,305PM2.518013000,0,1/30/18,10.41375
5cccf5bee2705c1932820616,28.70766667,-100.5265,306,Centro de Rehabilitacion DIF,DIF,125,5cccf5bee2705c1932820616,28.70766667,-100.5265,306,Centro de Rehabilitacion DIF,DIF,125,5cccec7be2705c193266ae1d,2018-01-30T00:00:00.000Z,1,Piedras Negras,Coahuila,13.135,PM2.5,306,306PM2.518013000,0,1/30/18,12.4475
5cccf5bee2705c193282061d,20.91475556,-100.7438056,352,Presidencia Municipal,PRE-SMA,130,5cccf5bee2705c193282061d,20.91475556,-100.7438056,352,Presidencia Municipal,PRE-SMA,130,5cccec8ae2705c1932685fd0,2018-01-30T00:00:00.000Z,1,San Miguel de Allende,Guanajuato,10,PM2.5,352,352PM2.518013000,0,1/30/18,14.1975
5cccf5bee2705c193282061e,20.42527778,-101.1980556,356,Presidencia Municipal,ABA,134,5cccf5bee2705c193282061e,20.42527778,-101.1980556,356,Presidencia Municipal,ABA,134,5cccec8ce2705c1932689d94,2018-01-30T00:00:00.000Z,1,Abasolo,Guanajuato,4,PM2.5,356,356PM2.518013000,0,1/30/18,10.957
5cccf5bee2705c193282061f,21.29586111,-100.5233056,358,Presidencia Municipal,SLP,136,5cccf5bee2705c193282061f,21.29586111,-100.5233056,358,Presidencia Municipal,SLP,136,5cccec8de2705c193268d456,2018-01-30T00:00:00.000Z,1,San Luis de la Paz,Guanajuato,5,PM2.5,358,358PM2.518013000,0,1/30/18,8.03375
5cccf5bee2705c1932820620,21.01758333,-101.2573611,359,Universidad Gto Sede Belen,UG-B,137,5cccf5bee2705c1932820620,21.01758333,-101.2573611,359,Universidad Gto Sede Belen,UG-B,137,5cccec8fe2705c1932691010,2018-01-30T00:00:00.000Z,1,Guanajuato,Guanajuato,2,PM2.5,359,359PM2.518013000,0,1/30/18,5.25
